objid,ra,dec,z
1237648704059342959,227.103376032237,-0.276582988366066,0.09076992
1237648704059342957,227.103730525336,-0.27020772664135,0.09149182
1237648704059342956,227.104249144503,-0.268631159428687,0.08843397
1237648704059342955,227.107327849188,-0.266261185123725,0.09032114
1237648704059342935,227.086598608013,-0.373081104346363,0.0890623
1237648704059342903,227.054162742552,-0.363971224057756,0.09294043
1237648704059212136,226.833788761362,-0.366514515482016,0.08975301
1237648704059212111,226.808388540112,-0.391807873661894,0.08803295
1237648704059146567,226.67950289109,-0.40940691051611,0.09229607
1237648704059146432,226.724974549158,-0.356695015266766,0.04899504
1237648704058949875,226.184086643809,-0.35196678889199,0.05476268
1237648704058818898,225.906668565977,-0.392268726382004,0.03652861
1237648704058556732,225.250768517195,-0.208326404127064,0.04078309
1237648704058556709,225.240742577213,-0.411834735443841,0.04064145
1237648704058229109,224.585655307223,-0.403099187551266,0.0874828
1237648704058228993,224.512235911541,-0.291790606670504,0.04137182
1237648704058228961,224.483396519805,-0.228644059561624,0.09804763
1237648704057966973,224.023480374384,-0.261882220005781,0.08385658
1237648704057966909,223.967466637105,-0.372510729296407,0.08406009
1237648704057966882,223.946116849827,-0.349940316590422,0.08595023
1237648704057966842,223.940721610045,-0.334928013103944,0.0836084
1237648704057966829,223.937943413746,-0.273539097444695,0.08253153
1237648704057966805,223.937173648275,-0.306148355609758,0.08310611
1237648704057901357,223.835617840839,-0.275183115263119,0.08427472
1237648704057901331,223.805184012961,-0.335480169376331,0.08337878
1237648704057770314,223.523527891531,-0.344540556762901,0.06866409
1237648704057770240,223.476979310313,-0.316273762498288,0.06575099
1237648704057573747,223.080903984169,-0.269212638410952,0.04351376
1237648704057573731,223.083197928285,-0.225811638817582,0.04446291
1237648704057573730,223.077865745807,-0.225002808488962,0.09959527
1237648704057573713,223.065667392819,-0.242387925607557,0.09966943
1237648704057573661,223.045971411794,-0.256103908938803,0.04321273
1237648704057573646,223.036345984608,-0.385329328185023,0.046089
1237648704057573499,223.066930006183,-0.29362645851046,0.04338187
1237648704057508274,222.91869483915,-0.307356597278352,0.08344401
1237648704057508062,222.842632857751,-0.375591225176147,0.0434349
1237648704057245929,222.265121506944,-0.230417477111709,0.08587916
1237648704057114915,222.001001787032,-0.300764470536149,0.08277205
1237648704056918372,221.624893012367,-0.329679647976157,0.08260977
1237648704056918085,221.547555075505,-0.238384865316714,0.07997677
1237648704056656197,221.034059290434,-0.282261443705447,0.05781979
1237648704056656151,220.986236193961,-0.408392445559534,0.07323683
1237648704056393959,220.378996407198,-0.286576601047243,0.07975321
1237648704056197368,219.852157514032,-0.310541228169977,0.084003
1237648704056066085,219.568770875445,-0.349744611478402,0.03689807
1237648704055738508,218.928935601564,-0.292870198406697,0.05694406
1237648704055214391,217.743674118824,-0.303060165482926,0.09333277
1237648704055148869,217.587330578697,-0.332550261248768,0.03033645
1237648704055148666,217.449880317145,-0.207549351774128,0.03028658
1237648703509102769,196.554898171107,-0.66414693910295,0.08398743
1237648703509102812,196.612641295605,-0.806040928321794,0.08417733
1237648703509102821,196.623458914,-0.797385298995016,0.08421105
1237648703509233785,196.885281212485,-0.625856315125943,0.08834489
1237648703509299317,196.940397685759,-0.789318905849546,0.09148846
1237648703509299400,197.050715267056,-0.80597162855335,0.08311027
1237648703509299408,197.05613828826,-0.632529777162521,0.09564068
1237648703509364815,197.20880175448,-0.817319435222465,0.01794305
1237648703509364817,197.230618281386,-0.801618891011878,0.01906901
1237648703516442877,213.302863425726,-0.752193667879069,0.07009463
1237648703530140095,244.570315887256,-0.757484308173265,0.09345017
1237648703530139755,244.581322752317,-0.675947575539631,0.09422101
1237648703530009204,244.345195475165,-0.753060818351449,0.09324197
1237648703530008861,244.374374064065,-0.698884667087532,0.09370996
1237648703529615507,243.42826701995,-0.654046168399521,0.05677012
1237648703529026109,242.143544285183,-0.742842423935166,0.07215931
1237648703528698474,241.389853983316,-0.82870118747003,0.05111897
1237648703527780909,239.294329933263,-0.691881081048605,0.08314706
1237648703527518565,238.621769254139,-0.692278925509161,0.07817154
1237648703527518526,238.602678561545,-0.760079027240942,0.09381498
1237648703527518384,238.688221376295,-0.671977011068538,0.07733773
1237648703526666777,236.616229171494,-0.8328101057506,0.07939668
1237648703526666671,236.717721557193,-0.719649762717352,0.07958387
1237648703525749066,234.541230478086,-0.638552392727162,0.07847924
1237648703525617916,234.269909267105,-0.81756876709049,0.08189596
1237648703525617732,234.254858837023,-0.820485187583163,0.08366072
1237648703525421344,233.820246332188,-0.790027678858922,0.07159798
1237648703525421273,233.790457059878,-0.663892029038577,0.06621508
1237648703525290245,233.522878528902,-0.701479627133966,0.0832337
1237648703525290074,233.537699676193,-0.747206885106517,0.03942682
1237648703525224826,233.438935052086,-0.629827898982871,0.08446532
1237648703525224767,233.403928462327,-0.680877217959184,0.08415204
1237648703525224703,233.37013860027,-0.641104228329025,0.08504513
1237648703525159202,233.172910036261,-0.69818115346951,0.07724638
1237648703524897062,232.647715029719,-0.798953668260752,0.07791677
1237648703524897061,232.638745206217,-0.809318673344019,0.07672031
1237648703524897011,232.611748759196,-0.813135854609121,0.07611313
1237648703524896986,232.594738044071,-0.758562635898638,0.0791466
1237648703524896982,232.589375190239,-0.743568547790493,0.0746749
1237648703524896959,232.574445009229,-0.789038341125047,0.07951454
1237648703524831573,232.50744821462,-0.778247440659981,0.08249047
1237648703524831487,232.44322993373,-0.770793343840216,0.08685277
1237648703524635062,232.102229565811,-0.699501581847614,0.07698998
1237648703524634921,232.04272834471,-0.811829659227524,0.08822116
1237648703524569197,231.951148674794,-0.742037175505135,0.08232526
1237648703524307076,231.348654190946,-0.709977947470593,0.0381603
1237648703524241726,231.175196881319,-0.817204955759967,0.05208707
1237648703524176335,231.053817601326,-0.699657462919387,0.05208456
1237648703524175948,230.946283447277,-0.639730182418364,0.03737487
1237648703524045083,230.695448327098,-0.659239026930774,0.09106369
1237648703523979613,230.603082557251,-0.734604902020287,0.06678971
1237648703523651885,229.793539425809,-0.729703161169173,0.09267793
1237648703523651863,229.772965629751,-0.709954098747131,0.0763518
1237648703523651835,229.752774477142,-0.750905907204185,0.09817945
1237648703523586480,229.715604706006,-0.660189349770177,0.06983307
1237648703523455346,229.350491495686,-0.726497109005211,0.03727186
1237648703523455231,229.293005958528,-0.756918392205222,0.09189516
1237648703523127517,228.537142827559,-0.689032970339659,0.03726918
1237648703523127499,228.530912333151,-0.62438686528938,0.07796206
1237648703523127487,228.524985581304,-0.67332162866032,0.0371196
1237648703523062140,228.484958768211,-0.765337449075969,0.07087228
1237648703523062046,228.424359827413,-0.779413909549205,0.04026579
1237648703522734536,227.74411952924,-0.665215258851487,0.09156384
1237648703522734471,227.717699216685,-0.820780258250751,0.05480798
1237648703522668907,227.609922550258,-0.682836324924991,0.09021582
1237648703522668801,227.54747653736,-0.807630420185086,0.08998659
1237648703522668790,227.535346363759,-0.631122828566815,0.08107182
1237648703522668753,227.5039224133,-0.715794905635842,0.07098074
1237648703522603269,227.375806246505,-0.771167685301337,0.03777028
1237648703522537881,227.31937037136,-0.676691104041203,0.0946741
1237648703522537836,227.278469314841,-0.806930831337128,0.06965949
1237648703522537772,227.241180560915,-0.704654893228226,0.03780224
1237648703522537752,227.229222187348,-0.785444516208202,0.06988788
1237648703522406839,226.995158609892,-0.663718198782247,0.08942275
1237648703522210202,226.523298272969,-0.641758466213273,0.03491157
1237648703522210152,226.504758309091,-0.624383004914413,0.0889437
1237648703522210023,226.445299007714,-0.714911315651456,0.03545786
1237648703522209820,226.451034477956,-0.703456057843093,0.03511947
1237648703522144658,226.35379350653,-0.693907169753519,0.08865445
1237648703522078983,226.186677914594,-0.676700415842115,0.09310534
1237648703521816874,225.600861624871,-0.813310231659008,0.0879861
1237648703521227072,224.278663006876,-0.749361748349455,0.08679748
1237648703521030388,223.806707018589,-0.720109962796997,0.08537325
1237648703521030364,223.792101721085,-0.776193640130957,0.0840548
1237648703521030328,223.769786926456,-0.796378308370656,0.07642194
1237648703520964991,223.713404649102,-0.694116354642116,0.07641787
1237648703520964955,223.696972655707,-0.69279925268853,0.08374847
1237648703520899459,223.545667487406,-0.770118637658776,0.08367053
1237648703520768366,223.242090835959,-0.63064407671718,0.07739631
1237648703520768342,223.237040728761,-0.785461104902949,0.07877933
1237648703520768298,223.213274592268,-0.739941425621122,0.07732239
1237648703520637288,222.972846524386,-0.723448527666214,0.04374821
1237648703520637151,222.83865748898,-0.647158177971125,0.09990314
1237648703520506142,222.573128340661,-0.650142796823636,0.0427188
1237648703520440649,222.49249402877,-0.631352097871733,0.02639611
1237648703520375035,222.318616786009,-0.71125398736501,0.04312468
1237648703520374999,222.296482243946,-0.701890487939872,0.04342113
1237648703520374974,222.254196034587,-0.64771411982671,0.04239626
1237648703519916301,221.294049956831,-0.767106958042528,0.057581
1237648703519654397,220.735977607254,-0.810836886050843,0.0449921
1237648703519654064,220.6784004385,-0.675305065200808,0.07990946
1237648703519522963,220.350713938793,-0.751849672593118,0.08001003
1237648703519522948,220.337674826312,-0.759539569585389,0.07990022
1237648703519195444,219.605004729568,-0.678387635965998,0.07226308
1237648703518998743,219.197467215925,-0.759504417698888,0.03776548
1237648703518802222,218.773440961485,-0.760035997102465,0.08127476
1237648703518540136,218.185171595416,-0.788311010607211,0.05520416
1237648703518408931,217.787825770661,-0.830549338386145,0.08212079
1237648703518277833,217.487664502737,-0.747422010495997,0.08273616
1237648703518212419,217.397511713429,-0.640959964234765,0.08313201
1237648703518212350,217.344724604612,-0.827547254920288,0.04808114
1237648703518146680,217.160343386024,-0.830656587786887,0.07949858
1237648703518081265,217.05670165516,-0.665854599218568,0.07297799
1237648703518081256,217.045833604663,-0.722146294915739,0.07253711
1237648703518081241,217.043877251665,-0.684611464671694,0.05517036
1237648703518081056,217.025473562965,-0.644523343583001,0.07355024
1237648703518015729,216.930025413085,-0.733375022150764,0.09891943
1237648703517950200,216.839779088395,-0.795028806382712,0.03012766
1237648703517950128,216.73247940409,-0.702242811138075,0.0729069
1237648703517950121,216.720460455645,-0.734433431838218,0.07288828
1237648703517819272,216.420082173078,-0.660596448906026,0.05002216
1237648703517753510,216.328003984862,-0.768747120003215,0.07389671
1237648703517753358,216.284477129695,-0.657876296196049,0.07327983
1237648703517622488,216.045819954347,-0.678906835960665,0.05047373
1237648703517622446,216.007843180544,-0.773570993964446,0.052235
1237648703517425946,215.635348990913,-0.704998980966656,0.05440659
1237648703517425825,215.639182100748,-0.631603484362282,0.05438524
1237648703517425813,215.631910789269,-0.655296723091761,0.05506185
1237648703517425755,215.524680958629,-0.669283113568219,0.0549181
1237648703516770428,214.120630093231,-0.743875359928171,0.04874202
1237648703516442869,213.294160598196,-0.718977141804335,0.08276588
1237648703516377252,213.147310926793,-0.661794025988483,0.07015833
1237648703516377183,213.252745634193,-0.830928349333423,0.02607814
1237648703516311876,213.101174524239,-0.732015098251442,0.05441646
1237648703516311814,213.065007185083,-0.633022516131068,0.02559116
1237648703516311707,212.975292166094,-0.800035918212249,0.09775519
1237648703516311675,213.103556328225,-0.83200545066132,0.02600801
1237648703516115256,212.623678144892,-0.702540526113362,0.07905809
1237648703516115092,212.611816111349,-0.832343595806539,0.02539507
1237648703515918478,212.095439514555,-0.746181108458074,0.07928953
1237648703515918471,212.085581737346,-0.675430630553084,0.05252395
1237648703515918459,212.080238872526,-0.648253697230772,0.05251924
1237648703515918442,212.067453539782,-0.727881218362381,0.05215927
1237648703515853025,212.026717545244,-0.82121892079317,0.05197871
1237648703515852998,212.002177765267,-0.821805798197873,0.0547474
1237648703515852909,211.907133201578,-0.806729490414098,0.05312007
1237648703515459761,211.129188547573,-0.756213522202456,0.0540957
1237648703515066594,210.189100177793,-0.623183971941699,0.09357206
1237648703514804436,209.589670756069,-0.625216818132388,0.02760433
1237648703514738930,209.486703770612,-0.666855747316217,0.06956718
1237648703514738879,209.429153327672,-0.76259171019562,0.02961222
1237648703514673382,209.293640075593,-0.832521517428788,0.08909858
1237648703514673375,209.288637869212,-0.644143632469747,0.07006504
1237648703514673354,209.265845534565,-0.814669743355416,0.06943162
1237648703514411038,208.641217050778,-0.776612716220111,0.0270632
1237648703514148993,208.101356753285,-0.802543549733952,0.08923467
1237648703513886964,207.489369141434,-0.803272151311401,0.0927506
1237648675071460094,249.479311878075,0.79597771764627,0.08474916
1237648675603153235,237.649480632532,1.12996854316495,0.08897925
1237648675603284221,237.929171492867,1.13460247119238,0.08769272
1237648675603284401,237.927604249963,1.15488401449068,0.08945534
1237648675603677570,238.889882877775,1.20231450034743,0.06984673
1237648675603808635,239.15138455562,1.06863771134874,0.04958897
1237648702991696351,241.025055683761,-1.14958857850604,0.09485705
1237648702991368507,240.263150217158,-1.15723913431869,0.05815966
1237648702987370765,231.085153283444,-1.0766453166906,0.09806379
1237648702987108768,230.546029090141,-1.09694338793167,0.09454953
1237648702987108553,230.488318833143,-1.10395054297869,0.05465465
1237648702986912122,230.103974346265,-1.04253959527589,0.0536289
1237648702986715431,229.665445935849,-1.11155396173123,0.07631326
1237648702986387701,228.916748763943,-1.04662106766656,0.09241469
1237648702986191206,228.515581208081,-1.21193186567946,0.05091307
1237648702986191150,228.476696429976,-1.20350378886153,0.05048901
1237648702986060074,228.191330889324,-1.19534556535875,0.03688883
1237648702985929339,227.860394042942,-1.09660380984786,0.0546956
1237648702985929077,227.855470267548,-1.12302591622827,0.05414075
1237648702985863457,227.702357405551,-1.06250574708545,0.05415484
1237648702985798060,227.546492062055,-1.24632429034148,0.03653381
1237648702985797942,227.550387209403,-1.19089489524498,0.07015107
1237648702985797941,227.547401241438,-1.19531493604766,0.07084415
1237648702985666666,227.224468166883,-1.24867940958006,0.05535876
1237648702985666603,227.199470179768,-1.17308224649084,0.05495768
1237648702985601533,227.136459366934,-1.22927784933103,0.07885005
1237648702985601515,227.116316889389,-1.20789630945048,0.05488245
1237648702985601390,227.122590125695,-1.22071948188352,0.07933845
1237648702985535851,226.881745647607,-1.09084783571062,0.07229317
1237648702985470454,226.845704906612,-1.20792803499613,0.07156409
1237648702985470445,226.828858225474,-1.20013578570306,0.06753261
1237648702985470344,226.86440950002,-1.05579644832842,0.07001241
1237648702985470289,226.818508517766,-1.15494639834814,0.07252807
1237648702985470241,226.749941650108,-1.22552484329586,0.06658871
1237648702985470218,226.74221295131,-1.09669070241984,0.07168996
1237648702985404836,226.662886401031,-1.09166419687713,0.04981867
1237648702985404785,226.725833398419,-1.12649242358068,0.07012011
1237648702985404782,226.722865774888,-1.17918966243123,0.06833026
1237648702985404672,226.608765155855,-1.19279249729593,0.07065763
1237648702985404606,226.705619685917,-1.25106658650158,0.07170167
1237648702985404512,226.689636451965,-1.2281285047782,0.0744149
1237648702985404509,226.688023672652,-1.23171468099569,0.07114076
1237648702985404496,226.663842366715,-1.10637961850671,0.04922194
1237648702985273589,226.33734886246,-1.22443342100547,0.08895048
1237648702985208250,226.213104097713,-1.10547966254723,0.03610019
1237648702985207970,226.270372772595,-1.10971829696742,0.03695014
1237648702985142564,226.095623725095,-1.20859925494614,0.04893661
1237648702985142532,226.062747157754,-1.05184385076947,0.03721606
1237648702985142490,226.033198337892,-1.20211106668369,0.0489473
1237648702984945995,225.671197511183,-1.105925958768,0.04896335
1237648702984552729,224.683057728556,-1.0967401688503,0.08681998
1237648702984552454,224.653704881359,-1.07183014383099,0.08783514
1237648702984421603,224.335190485976,-1.18435560563199,0.08729399
1237648702984421398,224.347196170201,-1.12284587582785,0.06947587
1237648702984356211,224.181616833408,-1.2162585455364,0.09969573
1237648702984290679,224.128165211637,-1.21727854261215,0.04185052
1237648702984225022,223.909004561694,-1.23346676355993,0.0995357
1237648702984159506,223.783865842457,-1.04805861680877,0.0837642
1237648702984159437,223.732909699065,-1.06730037819583,0.08361325
1237648702983962651,223.300064869577,-1.05591071004915,0.07749957
1237648702983897351,223.273548623391,-1.24759310437465,0.06741799
1237648702983831869,222.990559345452,-1.11542096804152,0.07699386
1237648702983831846,223.121361332057,-1.24539191009375,0.09980746
1237648702983635171,222.603962640822,-1.19464145908703,0.04319625
1237648702983635012,222.604283920667,-1.17403309697707,0.04280575
1237648702983569764,222.526572681127,-1.16131592200794,0.04290721
1237648702983569605,222.423752243591,-1.05776241365687,0.04339959
1237648702983438553,222.102088991642,-1.13425314304438,0.08227292
1237648702983372879,222.022421282705,-1.18269137235429,0.02741167
1237648702983241940,221.71563488539,-1.14685036027467,0.04171393
1237648702983176375,221.585960820056,-1.08889623569032,0.02900477
1237648702983176219,221.514955296833,-1.20032134669038,0.04956391
1237648702983110899,221.384054885176,-1.15580007793082,0.04135537
1237648702983110890,221.371678687131,-1.18574601737918,0.0416929
1237648702982979787,221.074751148472,-1.08306633054437,0.04159208
1237648702982586645,220.225746140327,-1.22721225288075,0.07210886
1237648702982193731,219.374658674413,-1.14222192227062,0.01405114
1237648702982193314,219.243563775833,-1.05849705559893,0.07212371
1237648702982127916,219.240407870109,-1.06677960472199,0.07221369
1237648702982062639,219.06928377172,-1.13121090236031,0.03977071
1237648702981931189,218.724254604722,-1.13717654814687,0.04781191
1237648702981865913,218.583242620676,-1.22558452683473,0.08891015
1237648702981865812,218.551917295833,-1.16322968006054,0.08891438
1237648702979768529,213.80253361949,-1.13063744425845,0.07747152
1237648702979768528,213.801521721132,-1.12855113380965,0.0768416
1237648702979571721,213.25520758792,-1.12410179193674,0.07686184
1237648702979375244,212.91961159459,-1.05213958540601,0.0241675
1237648702979309727,212.700416748606,-1.14441340311041,0.05430887
1237648702979244208,212.591826263181,-1.11500857871198,0.054143
1237648702979244132,212.507620074879,-1.10772744415864,0.05420853
1237648702979178626,212.502733463873,-1.06284544275057,0.04939391
1237648702979178603,212.488001810302,-1.23981431790099,0.02455296
1237648702979178595,212.484821898374,-1.24003465846464,0.02467782
1237648702979113128,212.336047413473,-1.19193942597376,0.08317864
1237648702979047657,212.096243351985,-1.04789828750309,0.08736297
1237648702979047652,212.090741160961,-1.0753126437643,0.0876767
1237648702978982395,211.944816459841,-1.0499677097025,0.02599834
1237648702978916872,211.81046889531,-1.19534499128044,0.05444937
1237648702978916476,211.84189889521,-1.09638240740666,0.05508721
1237648702978850987,211.64488705416,-1.21980932232199,0.05899673
1237648702978850843,211.643357097057,-1.18706141000062,0.02583196
1237648702978785522,211.490660149648,-1.23042218954548,0.05411995
1237648702978785464,211.54911859765,-1.22789459036693,0.05330736
1237648702978785416,211.472284513868,-1.24564193151785,0.05485366
1237648702978785290,211.473093051701,-1.20445670666722,0.0543637
1237648702978588825,211.053399565552,-1.17216801825443,0.07827859
1237648702978523283,210.927054482407,-1.13733851756234,0.02694167
1237648702978458072,210.842370716841,-1.20765453162735,0.02536955
1237648702978457862,210.814793130488,-1.11903035823968,0.09366827
1237648702978457799,210.761832187278,-1.09459554230855,0.03249278
1237648702978392313,210.678916168891,-1.1982583405706,0.02938023
1237648702978392307,210.671883177517,-1.1442641205953,0.05369177
1237648702978326816,210.517249711228,-1.20783684975941,0.02454983
1237648702978326802,210.488127927605,-1.18578285926995,0.02544127
1237648702978326696,210.471537662524,-1.14925589445275,0.06849346
1237648702978326690,210.471087991723,-1.10512220460708,0.02934603
1237648702978326658,210.424392477966,-1.10365054625054,0.07834522
1237648702978064579,209.876562796266,-1.05617175225496,0.02436149
1237648702977867930,209.443967636099,-1.21722901915112,0.03020713
1237648702977802570,209.242409120074,-1.10170844448467,0.0305662
1237648702977605802,208.838318350893,-1.04929433921891,0.09137631
1237648702977409215,208.383220933069,-1.19443320164489,0.02373103
1237648702977409073,208.377959137958,-1.05053958944651,0.02337503
1237648702977343735,208.289959091179,-1.22088700198468,0.07307899
1237648702977343657,208.172266318075,-1.22404671759522,0.08841293
1237648702975836386,204.850291715959,-1.10615368831871,0.07079628
1237648702975836375,204.839135077854,-1.11821069670394,0.07064489
1237648702975836362,204.830654599961,-1.06369804938937,0.07079236
1237648702975836320,204.80521880539,-1.12091859807661,0.01482851
1237648702975770928,204.661717163353,-1.07339384364371,0.08874878
1237648702975770887,204.619061017293,-1.11285336361348,0.07067633
1237648702975770697,204.687961710188,-1.23935924328884,0.08832494
1237648702975639736,204.388107219911,-1.23971643263818,0.08004843
1237648702975639705,204.347610240838,-1.08667381562673,0.07090822
1237648702975639668,204.295223986512,-1.23857374494649,0.08824509
1237648702975639666,204.294469316257,-1.09365088377385,0.07084826
1237648702975639636,204.412796009268,-1.10184110566447,0.07112104
1237648702975574303,204.240027668712,-1.25008517303364,0.08496257
1237648702975574253,204.160084851742,-1.16712185559958,0.04667491
1237648702975574175,204.223419011793,-1.09554791607488,0.04685168
1237648702975574071,204.201839146719,-1.25026366890261,0.08399642
1237648702975443109,203.970042626797,-1.25231388265933,0.08565774
1237648702975312025,203.544934329074,-1.10186959540159,0.0864007
1237648702975312021,203.544201049107,-1.21793193888505,0.09952803
1237648702975311902,203.563322997633,-1.08050576278957,0.08666056
1237648702974984206,202.777650804,-1.20344074099803,0.09244776
1237648702974918838,202.735786481848,-1.15253597354084,0.08666853
1237648702974918777,202.681166879224,-1.08046242009999,0.03726389
1237648702974853271,202.581280675774,-1.14221536084106,0.087047
1237648702974722250,202.309127960922,-1.2529065718592,0.08462927
1237648702974722222,202.256505330032,-1.23656763734421,0.08452604
1237648702974394453,201.554657775552,-1.15425280088273,0.05401157
